date_aaaammjj;menutypeplat;plat;specificites;repas
2021-01-08;Fromage;FROMAGE TOMME CATALANE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-03-08;Plat;TORTILLA (OMELETTE PDT ET LEGUMES) - PLAT COMPLET VEGETARIEN PA;;DEJEUNER
2021-01-11;Entrée;BETTERAVE BIO MIMOSA;Produit Agriculture Biologique;DEJEUNER
2021-03-08;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-01-11;Plat;ROUILLE DE POISSON;;DEJEUNER
2021-03-09;Entrée;BETTERAVES RAPEES BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-11;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-03-09;Légumes;PATES PEPINETTE;;DEJEUNER
2021-01-11;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-09;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-01-11;Dessert;BRIOCHE DES ROIS FLEURS D'ORANGER;Haute Qualité Alimentaire;DEJEUNER
2021-03-11;Plat;ESCALOPE DE POULET PANE;;DEJEUNER
2021-01-12;Dessert;DESSERT FRUIT HIVER BIO Po;Produit Agriculture Biologique;DEJEUNER
2021-03-11;Plat;SPAGHETTI A LA BOLOGNAISE - COMPLET;;DEJEUNER
2021-01-14;Plat;DOS DE CABILLAUD AU BEURRE BLANC;;DEJEUNER
2021-03-11;Fromage;FROMAGE MINI CABRETTE IND;;DEJEUNER
2021-01-14;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-12;Entrée;OEUF DUR MAYONNAISE GARNITURE SALADE;;DEJEUNER
2021-01-14;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-12;Dessert;CROC TOU POMME ET BISCUIT BROWNIE;Haute Qualité Alimentaire;DEJEUNER
2021-01-14;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-03-15;Entrée;VELOUTE CAROTTES BIO MAISON;Produit Agriculture Biologique;DEJEUNER
2021-01-15;Entrée;SALADE LAITUE FEUILLE AU DES DE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2021-03-15;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2021-01-15;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2021-03-16;Entrée;SALADE TENDRESSE AUX LARDONS;Haute Qualité Alimentaire;DEJEUNER
2021-01-18;Entrée;SALADE D'ENDIVES AUX NOIX;;DEJEUNER
2021-03-19;Entrée;SOUPE DE LEGUMES UPC;Haute Qualité Alimentaire;DEJEUNER
2021-01-18;Légumes;POMMES DE TERRE CAMPAGNARDE SPICY;;DEJEUNER
2021-03-19;Plat;ROTI DE PORC SAUCE CHARCUTIERE;;DEJEUNER
2021-01-18;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Légumes;GRATIN DAUPHINOIS UPC;;DEJEUNER
2021-01-18;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Fromage;PETITS SUISSE BIO AUX FRUITS;Produit Agriculture Biologique;DEJEUNER
2021-01-22;Plat;BROCHETTE DE POISSON PANE ET CITRON;;DEJEUNER
2021-03-22;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2021-01-22;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-03-22;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-01-25;Dessert;DESSERT FRUIT HIVER BIO Po;Produit Agriculture Biologique;DEJEUNER
2021-03-23;Dessert;SALADE FRUITS D'HIVER FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-01-26;Dessert;CREPE AU SUCRE;;DEJEUNER
2021-03-25;Plat;BLANQUETTE DE VEAU A L'ANCIENNE BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-29;Entrée;VELOUTE DE POTIRON ET CHATAIGNE UPC;;DEJEUNER
2021-03-25;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-02-01;Entrée;MAIS AU THON;;DEJEUNER
2021-03-25;Fromage;FROMAGE BRIE DE MEAUX AOP;Haute Qualité Alimentaire;DEJEUNER
2021-02-01;Entrée;VELOUTE DUBARRY MAISON;;DEJEUNER
2021-03-26;Entrée;LENTILLES VINAIGRETTE;;DEJEUNER
2021-02-02;Entrée;SALADE MACHE AU LEERDAMER ZIG ZAG;Haute Qualité Alimentaire;DEJEUNER
2021-03-26;Entrée;SAUCISSON ROSETTE SALVETAT ET CORNICHON A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-02-02;Dessert;CREPE AU SUCRE;;DEJEUNER
2021-03-26;Fromage;FROMAGE CANTAL AOP;Haute Qualité Alimentaire;DEJEUNER
2021-02-04;Légumes;PATE MACARONIS BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-03-29;Entrée;AVOCAT VINAIGRETTE;;DEJEUNER
2021-02-04;Fromage;FROMAGE SAINT NECTAIRE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-03-29;Plat;SAUTE DE BOEUF SAINT GILLOISE;Haute Qualité Alimentaire;DEJEUNER
2021-02-04;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2021-03-29;Légumes;COURGETTES BIO A L'AIL;;DEJEUNER
2021-02-05;Plat;CHILI VEGE PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-03-29;Légumes;PUREE DE CAROTTES UPC;;DEJEUNER
2021-02-08;Entrée;TIELLE DE SETE IND;;DEJEUNER
2021-03-30;Entrée;PIZZA FRAICHE AU FROMAGE MOZZARELLA;;DEJEUNER
2021-02-08;Plat;PAVE DE SAUMON A L'HUILE D'OLIVE;;DEJEUNER
2021-03-30;Dessert;COMPOTE POMME FRAICHE UPC;Haute Qualité Alimentaire;DEJEUNER
2021-02-08;Légumes;PUREE DE CAROTTES UPC;;DEJEUNER
2021-04-01;Plat;LASAGNES CHEVRE EPINARD PLAT COMPLET ALTERNATIF PA;Haute Qualité Alimentaire;DEJEUNER
2021-02-08;Dessert;ECLAIR A LA VANILLE;;DEJEUNER
2021-04-01;Plat;NUGGETS DE FILET DE POULET;;DEJEUNER
2021-02-09;Plat;DINDE CORDON BLEU;;DEJEUNER
2021-04-01;Dessert;CREME DESSERT VANILLE BIO;Produit Agriculture Biologique;DEJEUNER
2021-02-09;Plat;FALAFELS ET SES CEREALES SAUCE BLANCHE - COMPLET ALTERNATIF PV;Produit Agriculture Biologique;DEJEUNER
2021-04-02;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-02-09;Légumes;COQUILLETTES AU BEURRE;;DEJEUNER
2021-04-06;Entrée;TOMATE A L'OCCITANE;Haute Qualité Alimentaire;DEJEUNER
2021-02-11;Fromage;FROMAGE PELARDON;Haute Qualité Alimentaire;DEJEUNER
2021-04-06;Légumes;PATE MACARONIS BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2021-04-06;Fromage;YAOURT NATURE BIO LAIT ENTIER ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Dessert;SALADE FRUITS D'HIVER FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-04-06;Dessert;GATEAU FACON D'AIGUES MORTES MAISON;;DEJEUNER
2021-02-12;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2021-04-08;Plat;DOS DE COLIN SAUCE CURRY;;DEJEUNER
2021-02-12;Fromage;FROMAGE EDAM BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-04-08;Fromage;FROMAGE FOURME D'AMBERT AOP IND;Haute Qualité Alimentaire;DEJEUNER
2021-03-01;Entrée;CAROTTES RAPEES AU CITRON;;DEJEUNER
2021-04-09;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2021-03-02;Entrée;SALADE MACHE AUX NOIX;Haute Qualité Alimentaire;DEJEUNER
2021-04-12;Entrée;POIS CHICHE PERSILLADE;;DEJEUNER
2021-03-04;Entrée;SALADE MELANGE LOCALE BIO AU MAIS;Produit Agriculture Biologique;DEJEUNER
2021-04-12;Plat;OMELETTE NATURE;;DEJEUNER
2021-03-04;Dessert;CREME DESSERT VANILLE PETIT POT;;DEJEUNER
2021-04-12;Légumes;CAROTTE VICHY BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-05;Dessert;GATEAU COCO UPC;;DEJEUNER
2021-04-13;Plat;PAELLA AU POULET - PLAT COMPLET;;DEJEUNER
2021-03-05;Dessert;GAUFRE AU SUCRE GLACE;;DEJEUNER
2021-04-13;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2021-03-08;Fromage;FROMAGE BLEU DOUCEUR IND;Haute Qualité Alimentaire;DEJEUNER
2021-04-15;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-03-09;Entrée;SALADE ENDIVE AU SURIMI;;DEJEUNER
2021-05-03;Entrée;CAROTTES RAPEES AU CITRON;;DEJEUNER
2021-03-09;Entrée;VELOUTE DE COURGETTES A LA VACHE QUI RIT;Haute Qualité Alimentaire;DEJEUNER
2021-05-03;Plat;RAVIOLI ET FROMAGE RAPE - PLAT COMPLET;;DEJEUNER
2021-03-09;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-03;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-03-11;Entrée;SALADE LAITUE FEUILLE BIO ITALIENNE A/PORC;Produit Agriculture Biologique;DEJEUNER
2021-05-04;Plat;FAJITAS VEGE - PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-03-12;Entrée;SALADE MELANGE BIO AU LEERDAMER ZIG-ZAG;Produit Agriculture Biologique;DEJEUNER
2021-05-04;Dessert;GLACE CONE FRAISE;;DEJEUNER
2021-03-12;Plat;FAJITAS VEGE - PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-05-06;Entrée;POIS CHICHE EN SALADE;;DEJEUNER
2021-03-15;Entrée;AVOCAT CITRON;;DEJEUNER
2021-05-06;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2021-03-15;Légumes;FARFALLES AU BEURRE;;DEJEUNER
2021-05-06;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2021-03-15;Dessert;LIEGEOIS CHOCOLAT;;DEJEUNER
2021-05-06;Dessert;ANANAS FRAIS EN TRANCHE;Haute Qualité Alimentaire;DEJEUNER
2021-03-16;Dessert;POMME PINK LADY HQA;Haute Qualité Alimentaire;DEJEUNER
2021-05-07;Entrée;SALADE DE CHOUX FLEURS BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-18;Entrée;SARDINE A L'HUILE ET CITRON FRAIS;;DEJEUNER
2021-05-07;Entrée;TABOULE QUINOA BIO ET DES DE BREBIS;Produit Agriculture Biologique;DEJEUNER
2021-03-18;Dessert;GATEAU AUX POMMES HQA UPC;Haute Qualité Alimentaire;DEJEUNER
2021-05-07;Plat;BOEUF BIO ESTOUFFADE PROVENCALE;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Plat;DOS DE COLIN SAUCE COCKTAIL;;DEJEUNER
2021-05-07;Fromage;FROMAGE BRIE DE MEAUX AOP;Haute Qualité Alimentaire;DEJEUNER
2021-03-22;Entrée;BETTERAVE BIO MIMOSA;Produit Agriculture Biologique;DEJEUNER
2021-05-07;Fromage;FROMAGE KIRI CREME IND;;DEJEUNER
2021-03-22;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-10;Entrée;BETTERAVES EN DES MIMOSA;;DEJEUNER
2021-03-25;Fromage;FROMAGE MINI BABYBEL IND;;DEJEUNER
2021-05-10;Entrée;SAUCISSON SEC SALVETAT ET CORNICHONS;Haute Qualité Alimentaire;DEJEUNER
2021-03-29;Plat;DOS DE CABILLAUD MARINADE HUILE D'OLIVE CITRON;;DEJEUNER
2021-05-10;Plat;FILET MERLU A LA SAUCE CATALANE;;DEJEUNER
2021-03-29;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-05-10;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-03-29;Dessert;BROWNIES UPC CREME ANGLAISE;;DEJEUNER
2021-05-11;Fromage;FROMAGE EDAM BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-04-01;Entrée;SALADE MELANGE LOCALE BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-11;Dessert;POMME PINK LADY HQA;Haute Qualité Alimentaire;DEJEUNER
2021-04-01;Dessert;CREME DESSERT CHOCOLAT BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Entrée;JAMBON CUIT / CORNICHON;;DEJEUNER
2021-04-02;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2021-05-17;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2021-04-02;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Plat;RAVIOLI ET FROMAGE RAPE - PLAT COMPLET;;DEJEUNER
2021-04-02;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-04-06;Entrée;TIELLE DE SETE IND;;DEJEUNER
2021-05-18;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2021-04-06;Plat;MACARONADE SETOISE A/PORC GARNITURE;;DEJEUNER
2021-05-18;Légumes;POELEE D'HARICOTS BLANCS/LARDONS A LA GRAISSE D'OIE;;DEJEUNER
2021-04-06;Fromage;FROMAGE SALAGOU TOMETTE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2021-05-18;Fromage;FROMAGE SAINT PAULIN BIO;Produit Agriculture Biologique;DEJEUNER
2021-04-08;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-05-20;Plat;FALAFELS ET SES CEREALES SAUCE BLANCHE - COMPLET ALTERNATIF PV;Produit Agriculture Biologique;DEJEUNER
2021-04-08;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-05-21;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2021-04-09;Plat;RISOTTO D'ORGE ET LENTILLES PLAT COMPLET COMPLET ALTERNATIF PA;;DEJEUNER
2021-05-25;Plat;ASSIETTE ORIENTALE ET SA SEMOULE BIO - COMPLET ALTERNATIF PV;;DEJEUNER
2021-04-12;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-05-28;Entrée;JAMBON CRU SALVETAT/CORNICHON A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-04-13;Entrée;SALADE BIO AUX OLIVES NOIRES;Produit Agriculture Biologique;DEJEUNER
2021-05-28;Entrée;MELON PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-04-15;Entrée;CAROTTES RAPEES BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-28;Entrée;SALADE NICOISE UPC;;DEJEUNER
2021-04-15;Légumes;PUREE DE POMME DE TERRE UPC;;DEJEUNER
2021-05-28;Plat;HAUT DE CUISSE/PILONS DE POULET ROTI BIO;Produit Agriculture Biologique;DEJEUNER
2021-04-15;Dessert;LIEGEOIS BIO SAVEUR CHOCOLAT IND;Produit Agriculture Biologique;DEJEUNER
2021-05-28;Plat;TORTELLINI RICOTTA/EPINARD A LA CREME - COMPLET ALTERNATIF PA;;DEJEUNER
2021-04-16;Plat;FALAFELS ET SES CRUDITES PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-05-28;Dessert;GLACE CONE CHOCOLAT;;DEJEUNER
2021-04-16;Légumes;TAGLIATELLE BIO AU BEURRE ET FROMAGE;Produit Agriculture Biologique;DEJEUNER
2021-05-31;Entrée;AVOCAT VINAIGRETTE;;DEJEUNER
2021-04-16;Fromage;FROMAGE PIK ET CROQ IND;;DEJEUNER
2021-05-31;Entrée;MELON JAUNE;;DEJEUNER
2021-04-16;Dessert;POIRE WILLIAMS BIO AU MIEL ET AMANDES GRILLEES;Produit Agriculture Biologique;DEJEUNER
2021-05-31;Légumes;AUBERGINES A LA GRECQUE;;DEJEUNER
2021-05-04;Entrée;SALADE LAITUE FEUILLE BIO AU BLEU;Produit Agriculture Biologique;DEJEUNER
2021-05-31;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-04;Dessert;GLACE BATONNET VANILLE;;DEJEUNER
2021-05-31;Fromage;FROMAGE OSSAU IRATY A LA COUPE;Haute Qualité Alimentaire;DEJEUNER
2021-05-06;Entrée;TOMATE CERISE TAPENADE;;DEJEUNER
2021-06-01;Entrée;GASPACHO;;DEJEUNER
2021-05-06;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-06-01;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2021-05-07;Plat;DOS DE CABILLAUD MARINADE HUILE D'OLIVE CITRON;;DEJEUNER
2021-06-01;Fromage;PETITS SUISSE BIO AUX FRUITS;Produit Agriculture Biologique;DEJEUNER
2021-05-10;Entrée;TABOULE UPC;;DEJEUNER
2021-06-04;Entrée;CONCOMBRE TZATZIKI;;DEJEUNER
2021-05-10;Légumes;COURGETTE FRAICHE A L'AIL;Haute Qualité Alimentaire;DEJEUNER
2021-06-04;Plat;ROTI DE BOEUF AU JUS;Haute Qualité Alimentaire;DEJEUNER
2021-05-11;Entrée;MAIS AU THON;;DEJEUNER
2021-06-04;Légumes;POMMES VAPEUR PERSILLEES;;DEJEUNER
2021-05-11;Entrée;TOMATE FRAICHE AUX ANCHOIS;Haute Qualité Alimentaire;DEJEUNER
2021-06-04;Fromage;YAOURT NATURE BIO LAIT ENTIER ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-05-11;Plat;BOLOGNAISE DE LENTILLES PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-06-07;Légumes;POELEE D'ETE;;DEJEUNER
2021-05-11;Fromage;PETIT SUISSE NATURE BIO 60GR ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-06-07;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Dessert;GLACE BARRE SNICKERS;;DEJEUNER
2021-06-08;Légumes;POMME DE TERRE FRITE FRAICHE;;DEJEUNER
2021-05-20;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-06-08;Dessert;ABRICOT PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-05-21;Entrée;SALADE DE PENNE BIO AUX CREVETTES;Produit Agriculture Biologique;DEJEUNER
2021-06-10;Entrée;SALADE PIEMONTAISE UPC;;DEJEUNER
2021-05-21;Dessert;CERISE DE PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-06-10;Légumes;TOMATE CERISE ROTI;;DEJEUNER
2021-05-21;Dessert;GATEAU COCO UPC;;DEJEUNER
2021-06-10;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Entrée;MELON JAUNE;;DEJEUNER
2021-06-10;Dessert;DESSERT FRUIT ETE BIO Po;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Légumes;PETIT POIS TRES FINS CAROTTES BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-10;Dessert;FRAISES DE PAYS AU SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-05-27;Plat;SAUTE DE DINDE BIO MARENGO;Produit Agriculture Biologique;DEJEUNER
2021-06-11;Plat;FALAFELS ET SES CRUDITES PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-05-27;Légumes;POMME DE TERRE ROSTI;;DEJEUNER
2021-06-11;Dessert;CREME DESSERT CHOCOLAT BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-27;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-14;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-05-31;Légumes;COURGETTE FRAICHE A L'AIL;Haute Qualité Alimentaire;DEJEUNER
2021-06-15;Entrée;SAUCISSON ROSETTE SALVETAT ET BEURRE A/PORC;;DEJEUNER
2021-05-31;Dessert;GATEAU DE SEMOULE IND;;DEJEUNER
2021-06-15;Dessert;GLACE CONE VANILLE;;DEJEUNER
2021-06-01;Légumes;PATE MACARONIS BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-06-17;Entrée;ACCRAS DE MORUE ET CITRON;;DEJEUNER
2021-06-01;Fromage;FROMAGE BUCHE DU SALAGOU;Haute Qualité Alimentaire;DEJEUNER
2021-06-17;Entrée;CONCOMBRE TZATZIKI;;DEJEUNER
2021-06-04;Entrée;TOMATE CERISE TAPENADE;;DEJEUNER
2021-06-17;Entrée;SALADE MELANGE BIO AUX OIGNONS FRITS;Produit Agriculture Biologique;DEJEUNER
2021-06-07;Entrée;RADIS BEURRE;Haute Qualité Alimentaire;DEJEUNER
2021-06-17;Plat;TORTELLINIS 4 FROMAGES A LA CREME - COMPLET ALTERNATIF PA;;DEJEUNER
2021-06-07;Dessert;GLACE BARRE SNICKERS;;DEJEUNER
2021-06-18;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2021-06-07;Dessert;GLACE BARRE TWIX;;DEJEUNER
2021-06-18;Plat;RISOTTO D'ORGE ET LENTILLES PLAT COMPLET COMPLET ALTERNATIF PA;;DEJEUNER
2021-06-08;Entrée;TOMATE DES DE BREBIS;Haute Qualité Alimentaire;DEJEUNER
2021-06-18;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-08;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2021-06-18;Dessert;COMPOTE DE POMME IND/BISCUIT PETIT BEURRE;;DEJEUNER
2021-06-08;Dessert;SALADE DE FRUIT FRAIS D'ETE;Haute Qualité Alimentaire;DEJEUNER
2021-06-21;Légumes;COURGETTE FRAICHE A L'AIL;Haute Qualité Alimentaire;DEJEUNER
2021-06-11;Entrée;SALADE NICOISE UPC;;DEJEUNER
2021-06-21;Dessert;RIZ AU LAIT ENTIER ET CARAMEL IND;;DEJEUNER
2021-06-11;Légumes;AUBERGINES A LA GRECQUE;;DEJEUNER
2021-06-24;Plat;OMELETTE NATURE;;DEJEUNER
2021-06-11;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2021-06-24;Légumes;PRINTANIERE DE LEGUMES;;DEJEUNER
2021-06-14;Entrée;GASPACHO;;DEJEUNER
2021-06-25;Entrée;JAMBON CRU SALVETAT/CORNICHON A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-06-14;Entrée;RADIS BEURRE;Haute Qualité Alimentaire;DEJEUNER
2021-06-25;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-06-14;Légumes;FLAN AUX CAROTTES BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-28;Plat;FILET MEUNIERE ET CITRON;;DEJEUNER
2021-06-15;Plat;DOS DE COLIN SAUCE SETOISE;;DEJEUNER
2021-06-28;Plat;HAMBURGER DE BOEUF UPC;;DEJEUNER
2021-06-15;Légumes;HARICOTS VERTS BIO PERSILLES;Produit Agriculture Biologique;DEJEUNER
2021-06-29;Entrée;PIZZA FRAICHE AU FROMAGE MOZZARELLA;;DEJEUNER
2021-06-15;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-15;Dessert;GLACE CONE CHOCOLAT;;DEJEUNER
2021-06-17;Plat;MERGUEZ GRILLEE A LA SAUCE TOMATE;;DEJEUNER
2021-06-17;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-17;Fromage;YAOURT FRAISE AU LAIT ENTIER BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-17;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-06-21;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-22;Plat;DOS DE COLIN SAUCE COCKTAIL;;DEJEUNER
2021-06-22;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-06-25;Plat;ROUGAIL SAUCISSE A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-06-25;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2021-06-25;Dessert;GLACE SUNDAE VANILLE/FRAISE;;DEJEUNER
2021-06-28;Entrée;MELON PAYS AU JAMBON;;DEJEUNER
2021-06-29;Plat;NUGGETS DE FILET DE POULET;;DEJEUNER
2021-06-29;Légumes;POMME DE TERRE CHIPS;;DEJEUNER
2020-09-01;Légumes;PENNES BIO A LA SICILIENNE;Produit Agriculture Biologique;DEJEUNER
2020-09-03;Entrée;MELON JAUNE;;DEJEUNER
2020-09-03;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2020-09-03;Légumes;CAROTTES FRAICHES SAUTEES UPC;Haute Qualité Alimentaire;DEJEUNER
2020-09-03;Fromage;FROMAGE MINI BABYBEL IND;;DEJEUNER
2020-09-03;Dessert;PRUNE;;DEJEUNER
2020-09-04;Entrée;PASTEQUE;;DEJEUNER
2020-09-04;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-09-04;Dessert;GLACE CONE VANILLE;;DEJEUNER
2020-09-07;Entrée;TOMATE FRAICHE VINAIGRETTE;Haute Qualité Alimentaire;DEJEUNER
2020-09-07;Plat;BLANQUETTE DE VEAU A L'ANCIENNE BIO;Produit Agriculture Biologique;DEJEUNER
2020-09-08;Dessert;DESSERT FRUIT ETE BIO Po;Produit Agriculture Biologique;DEJEUNER
2020-09-08;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2020-09-10;Plat;NAVARIN DE MOUTON PRINTANIER;Haute Qualité Alimentaire;DEJEUNER
2020-09-10;Fromage;FROMAGE EMMENTAL BIO A LA COUPE;Produit Agriculture Biologique;DEJEUNER
2020-09-11;Plat;SPAGHETTI A LA BOLOGNAISE - COMPLET;;DEJEUNER
2020-09-11;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-09-14;Entrée;BEIGNET DE CALAMARS ET CITRON;;DEJEUNER
2020-09-14;Plat;DOS DE COLIN SAUCE CURRY;;DEJEUNER
